Id,Age,Job,Sex,Marital,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CallStart,CallEnd,CarInsurance,IncomeGroup
2562,53,blue-collar,Male,divorced,0,4401,0,0,telephone,11,aug,1,-1,0,14:28:46,14:33:00,1,3
2563,45,blue-collar,Male,married,1,-443,1,1,cellular,20,apr,1,-1,0,14:34:35,14:46:06,1,2
2564,35,management,Female,married,0,724,1,0,cellular,14,jul,2,415,1,15:07:33,15:12:20,1,1
2565,28,technician,Female,single,0,154,1,0,cellular,18,feb,2,-1,0,11:25:08,11:32:04,1,3
2566,59,retired,Male,married,0,1245,0,0,telephone,18,jun,2,-1,0,12:26:52,12:30:17,0,3
2567,48,management,Female,married,0,5348,0,0,telephone,18,jun,1,-1,0,15:48:27,15:50:12,0,1
2568,46,management,Male,married,0,5559,0,0,telephone,17,jun,1,-1,0,14:29:12,14:37:15,0,2
2569,41,services,Female,divorced,0,0,0,0,cellular,14,jul,3,-1,0,10:38:39,10:40:12,0,2
2570,48,admin,Male,divorced,0,362,0,0,cellular,13,aug,1,-1,0,11:49:31,11:58:20,1,3
2571,92,retired,Female,married,0,775,0,0,cellular,22,oct,3,-1,0,15:05:17,15:10:30,1,1
2572,60,management,Male,married,0,371,0,1,cellular,11,aug,8,-1,0,11:55:00,11:56:42,0,2
2573,39,blue-collar,Female,married,0,261,0,0,cellular,4,may,4,-1,0,11:42:46,11:56:47,1,2
2574,46,blue-collar,Female,married,0,1568,1,0,cellular,2,jun,1,55,6,10:26:22,10:31:32,1,1
2575,42,blue-collar,Male,divorced,0,1261,1,1,cellular,10,jul,1,-1,0,17:44:20,17:48:52,0,1
2576,28,management,Female,single,0,187,0,0,cellular,10,sep,1,93,2,11:50:43,11:54:58,1,3
2577,31,technician,Female,married,0,3382,0,0,cellular,30,apr,1,-1,0,13:13:43,13:26:02,1,1
2578,29,admin,Male,single,0,382,1,0,telephone,12,may,1,-1,0,15:21:33,15:29:13,0,3
2579,34,student,Female,single,0,3404,1,0,cellular,8,apr,1,139,5,15:52:02,15:59:02,0,3
2580,58,retired,Female,married,0,565,0,0,telephone,8,oct,1,93,1,15:27:52,15:30:25,1,2
2581,50,blue-collar,Male,married,0,9585,1,0,telephone,31,jul,6,-1,0,16:11:44,16:14:46,0,2
2582,34,technician,Male,single,0,9851,1,0,cellular,20,nov,5,-1,0,13:03:22,13:05:30,0,3
2583,37,blue-collar,Male,single,0,847,0,0,telephone,20,jun,1,-1,0,11:46:39,11:47:33,0,1
2584,40,unemployed,Female,single,0,7968,0,0,cellular,2,jun,1,-1,0,17:11:48,17:21:44,1,3
2585,39,blue-collar,Male,married,0,830,1,0,telephone,8,may,2,-1,0,15:27:17,15:31:23,0,3
2586,31,technician,Female,single,0,691,1,0,cellular,8,may,1,-1,0,17:36:10,17:39:28,0,3
2587,33,housemaid,Male,married,0,10,1,0,cellular,20,apr,1,322,2,10:42:30,10:44:39,0,2
2588,46,admin,Female,single,0,533,0,0,cellular,22,may,1,-1,0,11:21:04,11:22:15,0,1
2589,43,self-employed,Female,married,0,14144,1,0,cellular,21,nov,1,-1,0,16:50:49,16:59:13,1,3
2590,59,retired,Female,married,0,0,0,0,telephone,16,jun,1,-1,0,9:01:54,9:02:33,0,1
2591,41,blue-collar,Male,married,0,2453,1,0,telephone,15,may,1,-1,0,16:15:40,16:33:12,1,2
2592,60,housemaid,Female,married,0,5,0,0,cellular,14,aug,5,-1,0,13:37:56,13:45:09,0,2
2593,45,management,Female,married,0,1363,1,0,telephone,15,may,5,-1,0,13:19:36,13:30:33,0,3
2594,55,retired,Female,married,0,628,0,1,cellular,6,aug,2,-1,0,14:51:22,14:53:25,0,1
2595,30,technician,Female,married,0,455,1,0,cellular,21,nov,1,-1,0,12:22:22,12:35:00,1,3
2596,47,housemaid,Male,divorced,0,617,0,0,telephone,29,jul,7,-1,0,9:04:46,9:06:45,0,2
2597,32,admin,Male,single,0,8866,0,0,cellular,18,mar,2,-1,0,9:38:17,9:42:55,1,1
2598,42,blue-collar,Female,married,0,179,1,0,cellular,17,nov,1,-1,0,14:43:38,14:45:14,0,1
2599,58,retired,Female,married,0,0,1,0,telephone,16,jun,4,-1,0,14:35:15,14:38:39,0,2
2600,61,self-employed,Male,divorced,0,6,1,0,cellular,13,oct,1,182,2,12:46:32,12:50:02,1,2
2601,34,admin,Male,married,0,882,0,0,cellular,13,aug,1,113,5,16:05:54,16:08:09,0,1
2602,33,management,Female,single,0,-85,1,0,cellular,18,jul,1,-1,0,17:15:58,17:17:34,0,2
2603,30,technician,Male,single,0,0,0,0,cellular,22,aug,2,-1,0,10:19:41,10:21:42,0,3
2604,44,blue-collar,Male,single,0,4330,0,0,telephone,18,jun,9,-1,0,13:32:58,13:33:14,0,1
2605,28,services,Male,single,0,1736,1,0,telephone,29,may,3,-1,0,15:42:33,15:44:52,0,2
2606,44,blue-collar,Male,divorced,0,75,1,0,cellular,16,apr,1,281,1,10:47:32,10:57:46,0,1
2607,33,blue-collar,Female,married,0,88,1,0,telephone,9,may,2,-1,0,15:55:44,15:56:41,0,2
2608,46,blue-collar,Female,married,0,922,0,1,cellular,14,jul,2,-1,0,14:29:32,14:32:03,0,3
2609,29,services,Male,married,0,1135,1,0,cellular,17,feb,1,-1,0,17:41:21,17:46:44,1,1
2610,35,unemployed,Female,married,0,977,1,0,cellular,4,may,4,91,1,16:13:50,16:14:42,0,1
2611,25,technician,Female,single,0,139,0,1,cellular,12,oct,1,-1,0,10:50:06,10:52:24,1,3
2612,35,blue-collar,Male,single,0,-257,1,0,telephone,30,may,7,-1,0,15:17:38,15:22:50,0,2
2613,47,services,Female,married,0,871,0,0,cellular,22,aug,9,-1,0,14:51:05,15:01:07,0,1
2614,30,management,Male,married,0,419,1,0,cellular,4,jun,1,-1,0,16:20:26,16:23:40,1,1
2615,29,management,Male,single,0,9407,0,0,cellular,4,may,6,-1,0,9:08:21,9:12:48,1,2
2616,45,technician,Male,married,0,1,1,0,cellular,17,nov,1,-1,0,11:02:44,11:09:57,0,3
2617,35,services,Male,married,0,4564,0,0,cellular,18,aug,6,-1,0,13:55:43,13:56:28,0,2
2618,45,blue-collar,Female,divorced,0,104,1,0,telephone,16,may,4,-1,0,14:49:07,14:52:33,0,2
2619,33,technician,Male,single,0,1429,1,0,cellular,31,aug,8,-1,0,15:49:09,15:53:37,1,1
2620,43,unemployed,Female,single,0,698,1,0,telephone,14,may,1,-1,0,12:08:01,12:13:23,0,1
2621,43,admin,Female,married,0,429,1,0,telephone,27,may,4,-1,0,17:05:42,17:09:24,0,3
2622,56,retired,Female,married,1,101,0,1,telephone,19,jun,1,-1,0,14:20:04,14:25:34,0,1
2623,47,technician,Female,divorced,0,165,0,0,telephone,18,jun,3,-1,0,10:10:34,10:12:13,0,2
2624,32,management,Male,married,0,0,0,0,cellular,20,aug,4,-1,0,12:25:04,12:27:46,0,2
2625,35,technician,Male,married,0,2355,1,0,cellular,9,jul,1,-1,0,15:21:33,15:30:08,0,2
2626,39,self-employed,Male,divorced,0,0,1,0,telephone,23,may,2,-1,0,16:22:17,16:25:47,0,3
2627,57,retired,Male,married,0,1230,0,0,cellular,22,feb,1,-1,0,13:21:44,13:25:04,0,3
2628,53,entrepreneur,Male,married,0,28,0,0,cellular,31,jul,2,-1,0,15:05:41,15:07:38,0,2
2629,36,unemployed,Male,married,0,2347,1,0,cellular,21,nov,3,-1,0,14:54:01,14:54:06,0,3
2630,52,management,Female,married,0,1392,0,0,cellular,28,jan,2,205,3,12:58:16,13:16:57,0,3
2631,43,management,Male,divorced,0,187,0,0,cellular,5,aug,1,-1,0,16:45:12,16:48:07,0,1
2632,45,blue-collar,Female,single,0,0,0,0,cellular,5,aug,2,472,1,17:33:37,17:39:51,1,2
2633,40,blue-collar,Male,married,0,498,1,0,cellular,8,may,2,298,4,13:42:22,13:43:17,0,2
2634,50,management,Male,married,0,253,0,0,cellular,28,may,9,-1,0,13:32:27,13:41:00,1,3
2635,52,services,Male,married,0,14,0,1,cellular,28,jul,5,-1,0,17:35:13,17:36:08,0,2
2636,41,self-employed,Female,married,0,231,0,0,cellular,7,aug,2,-1,0,9:19:22,9:25:14,1,2
2637,40,blue-collar,Male,married,0,1161,1,1,telephone,16,may,8,-1,0,10:53:24,10:58:16,0,2
2638,42,admin,Male,single,0,-247,1,1,telephone,21,oct,1,166,1,12:04:23,12:13:02,1,3
2639,32,technician,Female,single,0,705,1,0,cellular,20,apr,4,-1,0,17:10:50,17:11:10,0,2
2640,48,blue-collar,Male,married,0,2201,1,0,telephone,29,may,2,-1,0,14:37:22,14:43:26,0,1
2641,30,technician,Female,married,0,-206,1,1,cellular,15,may,1,-1,0,16:50:03,16:52:16,0,3
2642,50,blue-collar,Male,married,0,1389,1,0,telephone,19,jun,3,-1,0,16:48:17,16:50:59,0,1
2643,56,blue-collar,Female,divorced,0,-9,1,1,cellular,8,may,1,-1,0,9:28:10,9:40:18,1,1
2644,52,services,Male,married,0,992,1,0,cellular,27,oct,1,515,1,12:06:58,12:14:02,1,3
2645,34,blue-collar,Female,married,0,640,1,0,cellular,29,apr,2,-1,0,12:19:22,12:29:58,1,2
2646,32,management,Male,married,0,169,0,0,telephone,14,aug,2,-1,0,15:02:29,15:14:07,1,3
2647,33,blue-collar,Male,single,0,863,1,0,telephone,13,may,3,-1,0,10:00:56,10:11:18,1,3
2648,32,blue-collar,Female,single,0,706,1,0,telephone,20,may,1,-1,0,14:31:11,14:33:43,0,2
2649,35,management,Male,married,0,775,0,0,telephone,27,jul,1,-1,0,16:36:55,16:37:04,0,1
2650,31,management,Male,married,0,0,1,1,cellular,28,jul,8,-1,0,14:10:58,14:22:02,1,2
2651,33,admin,Male,single,0,3160,0,0,telephone,18,jun,13,-1,0,17:38:39,17:50:38,0,3
2652,37,management,Female,married,0,0,1,0,cellular,23,apr,5,153,7,12:34:51,12:38:53,1,3
2653,46,blue-collar,Male,married,0,9328,1,0,cellular,5,may,3,-1,0,9:00:38,9:12:43,1,1
2654,58,management,Female,divorced,0,5701,0,0,cellular,2,feb,1,-1,0,15:36:32,15:45:13,1,1
2655,29,blue-collar,Female,married,0,-475,1,0,telephone,3,jun,2,-1,0,17:52:12,18:01:10,0,1
2657,33,housemaid,Female,single,0,1107,1,0,cellular,18,mar,1,-1,0,14:00:26,14:03:47,1,1
2658,49,housemaid,Male,married,0,889,0,0,telephone,7,jul,1,-1,0,10:06:19,10:12:47,1,1
2659,47,blue-collar,Male,married,0,2466,1,0,telephone,13,may,2,-1,0,13:59:30,14:01:52,0,3
2660,59,management,Male,single,0,671,1,1,telephone,15,may,5,-1,0,12:17:16,12:19:53,0,2
2661,33,management,Female,single,0,224,0,0,cellular,8,mar,2,-1,0,9:43:59,9:48:00,1,3
2662,39,admin,Male,married,0,563,1,0,cellular,4,may,3,-1,0,15:01:02,15:04:12,0,2
2663,32,management,Male,married,0,1501,1,0,telephone,23,may,6,-1,0,13:57:47,13:58:57,0,1
2664,55,management,Female,married,0,113,0,0,cellular,12,aug,1,457,3,11:27:57,11:33:03,1,3
2665,52,technician,Male,married,0,386,0,0,cellular,20,apr,1,-1,0,11:27:48,11:35:06,1,2
2666,34,admin,Female,married,0,48,1,0,cellular,7,may,2,287,3,16:42:56,17:13:02,1,2
2667,25,technician,Male,single,0,102,0,1,cellular,8,jul,2,-1,0,16:35:07,16:44:41,1,1
2668,43,blue-collar,Male,married,0,2160,0,0,cellular,8,sep,1,98,1,14:16:01,14:20:22,1,2
2669,45,self-employed,Female,divorced,0,963,1,0,cellular,12,may,5,-1,0,9:46:55,9:55:43,1,2
2670,34,housemaid,Female,divorced,0,46,1,0,telephone,11,jul,2,-1,0,15:35:45,15:36:16,0,3
2671,66,retired,Female,married,0,2326,0,1,cellular,18,feb,1,181,1,10:19:26,10:23:18,1,1
2672,44,management,Female,married,0,282,0,0,cellular,6,oct,3,-1,0,10:38:41,10:43:37,1,3
2673,30,unemployed,Male,single,0,2424,0,0,cellular,12,nov,1,279,1,15:13:06,15:14:56,1,2
2674,29,student,Female,single,0,5,0,0,cellular,15,jul,5,-1,0,12:33:45,12:48:34,1,2
2675,45,technician,Male,married,0,0,1,1,telephone,2,feb,2,208,1,13:10:36,13:12:27,0,2
2676,60,management,Female,married,0,1573,0,0,telephone,7,jul,15,-1,0,10:33:55,10:35:14,0,2
2677,63,retired,Female,married,0,708,0,0,cellular,17,nov,2,-1,0,12:26:02,12:28:50,0,2
2678,37,admin,Female,married,0,10465,0,0,telephone,17,jun,6,-1,0,11:03:16,11:05:40,0,3
2679,33,admin,Male,married,0,882,0,0,cellular,22,apr,1,183,4,10:18:25,10:20:09,1,1
2680,48,management,Male,divorced,0,432,1,0,telephone,20,may,2,-1,0,10:41:55,10:44:27,0,3
2681,47,admin,Female,married,0,1808,0,1,cellular,17,jul,1,-1,0,15:00:49,15:02:54,0,1
2682,27,student,Female,single,0,671,1,0,telephone,7,may,2,-1,0,11:22:14,11:27:46,0,2
2683,27,admin,Male,married,0,132,1,0,telephone,27,may,1,-1,0,11:34:27,11:34:48,0,2
2684,26,blue-collar,Female,single,0,3342,1,0,telephone,4,jun,4,-1,0,17:48:38,17:54:07,0,3
2685,24,technician,Male,single,0,409,1,0,telephone,16,may,1,-1,0,12:40:46,12:55:58,1,3
2687,57,blue-collar,Male,married,0,97,1,0,telephone,16,may,6,-1,0,14:26:38,14:30:58,0,3
2688,28,blue-collar,Female,single,0,-127,1,0,cellular,4,jul,3,-1,0,12:20:20,12:37:44,1,2
2689,51,management,Female,single,1,-55,1,0,cellular,11,may,2,266,6,17:35:53,17:40:34,0,1
2690,55,management,Female,divorced,0,9756,1,0,cellular,5,jun,2,95,1,17:08:48,17:10:31,1,3
2691,50,admin,Female,single,0,2252,0,0,cellular,30,apr,2,-1,0,13:28:07,13:38:59,1,1
2692,38,management,Female,single,0,53,0,0,telephone,9,jun,1,-1,0,17:46:20,17:51:00,0,3
2693,25,blue-collar,Female,divorced,0,720,1,0,telephone,4,jun,1,-1,0,10:12:09,10:14:45,0,3
2694,28,housemaid,Male,single,0,731,1,0,cellular,6,feb,2,-1,0,13:54:24,13:56:39,0,1
2695,44,management,Male,divorced,1,-26,0,0,cellular,22,aug,4,-1,0,12:04:27,12:05:59,0,2
2696,28,self-employed,Female,married,0,-522,1,1,cellular,18,may,2,-1,0,9:06:10,9:16:48,1,3
2697,38,admin,Male,divorced,0,19,1,0,cellular,5,feb,3,251,2,10:23:22,10:42:12,1,3
2698,34,technician,Female,divorced,0,3997,1,0,telephone,20,may,1,-1,0,10:06:59,10:12:19,0,3
2699,57,admin,Female,married,0,389,0,0,cellular,9,jul,2,-1,0,15:18:44,15:20:32,0,2
2700,35,blue-collar,Female,married,0,444,1,0,cellular,15,apr,3,-1,0,16:11:21,16:15:25,0,3
2701,58,retired,Male,married,0,937,0,0,cellular,5,aug,1,-1,0,10:56:05,10:58:40,0,3
2702,33,self-employed,Male,single,0,562,1,1,cellular,6,apr,1,363,1,16:23:53,16:27:09,1,1
2703,57,management,Male,divorced,0,3625,1,0,telephone,14,may,3,-1,0,12:07:15,12:19:42,0,1
2704,43,admin,Female,divorced,0,3350,1,1,telephone,29,may,1,-1,0,11:09:31,11:17:39,0,2
2705,34,management,Male,single,0,524,0,0,telephone,13,aug,1,-1,0,13:35:55,13:36:04,0,3
2706,36,services,Male,single,0,948,0,1,cellular,29,jan,2,-1,0,9:28:28,9:30:00,0,2
2707,58,management,Male,divorced,0,50,1,0,telephone,3,jun,4,-1,0,11:20:57,11:22:46,0,3
2708,34,services,Female,married,0,-694,1,0,telephone,26,may,1,-1,0,17:15:58,17:17:00,0,3
2709,46,management,Female,married,0,0,0,0,cellular,26,may,1,-1,0,13:03:52,13:10:33,0,2
2710,40,blue-collar,Male,married,0,32,1,0,cellular,7,may,1,-1,0,16:58:19,17:00:01,0,3
2711,41,entrepreneur,Female,married,0,2480,1,0,telephone,11,jun,2,-1,0,11:03:11,11:09:45,0,1
2712,42,blue-collar,Male,married,0,480,1,0,telephone,6,jun,12,-1,0,16:16:05,16:20:53,0,2
2713,30,blue-collar,Male,married,0,-166,1,1,telephone,13,may,5,-1,0,14:16:13,14:20:28,0,3
2714,32,blue-collar,Female,single,0,18,1,1,cellular,6,may,1,-1,0,17:49:35,17:54:40,0,1
2715,37,admin,Female,married,0,2061,1,1,cellular,22,jun,1,109,3,17:37:56,17:45:35,1,2
2716,32,blue-collar,Male,single,0,2093,0,0,cellular,24,sep,2,444,1,16:17:33,16:21:17,1,3
2717,26,admin,Female,single,0,581,1,1,telephone,4,jun,3,-1,0,12:18:13,12:25:37,0,1
2718,41,housemaid,Male,single,0,2184,0,0,telephone,19,jun,2,-1,0,12:09:33,12:11:04,0,3
2719,43,management,Female,single,0,1696,1,0,cellular,26,aug,1,474,3,15:27:56,15:32:13,1,1
2720,56,retired,Female,married,0,1956,0,0,cellular,7,aug,2,-1,0,12:58:17,13:00:23,0,3
2721,73,retired,Female,married,0,508,0,0,cellular,9,mar,1,-1,0,9:57:57,10:00:53,1,2
2722,34,technician,Female,single,0,52,0,0,cellular,19,aug,4,-1,0,11:09:19,11:10:49,0,3
2723,28,student,Male,single,0,682,1,0,cellular,29,jan,1,255,2,12:53:52,12:59:48,0,3
2724,54,housemaid,Male,married,0,962,1,0,cellular,29,oct,3,-1,0,15:54:30,15:59:18,1,1
2725,48,services,Male,married,0,2409,1,0,cellular,24,jul,2,-1,0,11:57:53,12:06:46,0,2
2726,35,student,Male,single,0,188,1,0,cellular,16,feb,3,200,5,16:02:26,16:03:41,1,2
2727,30,student,Female,single,0,-679,1,0,telephone,23,may,3,-1,0,15:21:37,15:27:49,0,3
2728,29,admin,Female,single,0,200,1,0,cellular,11,may,1,357,1,14:21:32,14:24:47,0,1
2729,36,technician,Male,divorced,0,556,1,0,cellular,18,nov,3,189,1,13:48:36,13:51:10,0,1
2730,55,retired,Male,married,0,554,0,1,cellular,25,jul,1,-1,0,11:14:41,11:18:35,0,2
2731,39,housemaid,Female,married,0,0,1,0,cellular,29,jul,4,-1,0,13:36:16,13:39:54,0,3
2732,53,management,Female,married,0,583,0,0,cellular,17,nov,1,184,4,14:35:48,14:39:34,1,1
2733,28,student,Male,single,0,4793,0,0,telephone,27,may,1,-1,0,17:38:53,17:41:24,0,1
2734,41,management,Male,divorced,0,1576,1,0,telephone,13,may,2,-1,0,13:48:40,13:52:32,0,1
2735,27,technician,Male,single,0,1742,1,0,telephone,16,may,1,-1,0,12:36:02,12:49:09,1,1
2736,37,management,Female,married,0,121,0,1,cellular,17,nov,2,151,2,14:18:35,14:22:06,0,1
2737,58,retired,Female,married,0,2577,1,1,telephone,15,may,3,-1,0,14:00:28,14:05:18,0,1
2738,41,management,Female,divorced,0,465,1,0,cellular,22,jul,1,-1,0,16:44:41,17:09:49,1,2
2739,59,management,Male,single,0,1180,0,0,cellular,30,jul,3,-1,0,13:42:14,13:42:36,0,2
2740,61,technician,Female,divorced,0,6481,0,0,cellular,19,oct,1,-1,0,15:41:30,15:43:41,1,3
2741,33,technician,Male,married,0,8023,0,0,cellular,30,nov,1,105,3,12:19:02,12:20:49,0,2
2742,47,blue-collar,Male,married,0,1480,0,0,cellular,28,aug,5,-1,0,16:54:12,17:01:52,0,2
2743,59,retired,Male,divorced,0,1,0,0,cellular,19,aug,1,-1,0,16:19:44,16:25:19,1,2
2744,39,technician,Female,married,0,597,1,0,telephone,21,may,2,-1,0,17:15:49,17:20:47,0,3
2745,54,entrepreneur,Male,married,0,651,1,1,cellular,22,jul,2,-1,0,16:03:24,16:05:25,0,3
2746,29,blue-collar,Female,single,0,234,1,0,cellular,8,may,1,345,1,14:43:08,14:45:27,0,3
2747,76,retired,Female,divorced,0,802,0,0,cellular,9,mar,1,181,5,17:46:44,17:50:45,1,3
2748,53,technician,Female,divorced,0,1301,1,0,telephone,29,may,1,-1,0,17:36:25,17:37:55,0,1
2749,29,management,Female,married,0,-6,1,0,telephone,9,may,1,-1,0,13:54:10,13:59:34,0,1
2750,43,management,Female,married,0,3,1,0,telephone,9,may,2,-1,0,13:06:05,13:09:29,0,2
2751,58,management,Female,divorced,0,0,0,0,telephone,10,jul,7,-1,0,14:33:32,14:37:19,0,1
2752,34,management,Male,single,0,5945,1,0,cellular,8,may,1,170,1,12:10:15,12:15:00,0,1
2753,31,admin,Female,single,0,8626,0,0,cellular,25,may,1,111,1,14:48:09,14:50:48,0,2
2754,59,management,Female,married,0,2239,0,0,cellular,20,aug,6,90,1,10:53:52,11:00:09,1,2
2755,35,admin,Female,married,0,948,1,0,cellular,8,jun,1,-1,0,17:42:36,17:44:02,0,1
2756,60,self-employed,Female,single,0,27,0,0,cellular,22,aug,2,-1,0,17:26:48,17:27:28,0,2
2757,41,management,Female,married,0,456,1,0,cellular,11,aug,4,-1,0,11:46:33,11:58:47,1,1
2758,38,management,Male,married,0,1066,1,0,cellular,28,jan,1,189,1,10:58:25,10:59:51,0,1
2759,30,management,Female,single,0,5074,1,0,cellular,25,jul,2,-1,0,13:43:04,13:45:37,0,1
2760,34,blue-collar,Female,single,0,215,0,0,cellular,3,mar,3,-1,0,13:15:55,13:21:45,1,1
2761,39,admin,Male,married,0,260,1,0,cellular,13,nov,1,94,4,13:16:38,13:20:24,1,1
2762,35,management,Female,single,0,431,0,0,cellular,17,aug,2,397,1,10:11:15,10:16:58,1,2
2763,59,management,Male,married,0,1727,0,0,telephone,25,may,4,358,2,10:40:15,10:48:35,1,3
2764,57,technician,Female,married,0,3376,1,0,telephone,2,jun,2,-1,0,15:53:07,16:00:08,1,3
2765,27,admin,Male,single,0,689,0,0,cellular,26,jan,1,307,1,13:57:31,13:59:09,0,2
2766,45,blue-collar,Female,single,0,0,1,0,cellular,16,oct,1,165,3,15:52:41,15:57:24,0,2
2767,50,admin,Female,married,0,495,0,0,cellular,28,jan,1,-1,0,10:05:53,10:07:26,0,1
2768,31,admin,Male,married,0,879,1,0,cellular,13,may,1,-1,0,14:29:34,14:36:08,1,3
2769,59,management,Female,married,0,-1246,0,0,telephone,29,jul,2,-1,0,10:38:16,10:41:11,0,2
2770,48,housemaid,Male,married,0,1397,0,0,cellular,31,jul,2,-1,0,12:57:10,12:58:16,0,3
2771,33,services,Male,married,0,288,1,0,cellular,17,apr,1,-1,0,13:48:32,13:53:38,0,3
2772,34,management,Female,single,0,1,0,0,cellular,19,nov,1,-1,0,14:09:07,14:18:49,0,3
2773,32,self-employed,Female,married,0,102,1,0,cellular,18,jul,1,-1,0,17:21:44,17:31:04,1,2
2774,39,services,Male,single,0,0,0,0,telephone,5,jun,1,-1,0,17:26:03,17:28:16,0,1
2775,39,blue-collar,Male,married,0,-99,0,0,cellular,17,jul,1,-1,0,15:41:26,15:45:46,0,3
2776,44,management,Female,married,0,792,0,0,cellular,25,aug,7,-1,0,13:36:37,13:47:07,1,3
2777,39,technician,Male,divorced,0,385,0,0,cellular,13,oct,1,48,2,17:37:08,17:41:10,1,2
2778,48,technician,Female,married,0,23495,0,0,cellular,22,aug,8,-1,0,11:26:21,11:27:24,0,1
2779,44,technician,Female,married,0,533,1,0,cellular,18,nov,1,110,2,10:45:40,10:47:47,0,1
2780,39,technician,Male,single,0,822,1,1,telephone,29,may,3,-1,0,12:04:50,12:07:34,0,3
2781,52,admin,Female,single,0,-528,1,1,cellular,1,jun,2,-1,0,17:02:39,17:21:43,1,2
2782,55,entrepreneur,Male,married,0,298,1,0,telephone,8,may,3,-1,0,9:19:09,9:21:33,0,3
2783,38,management,Female,single,0,0,0,0,cellular,29,aug,2,-1,0,17:34:16,17:35:51,0,3
2784,32,technician,Female,married,0,1840,1,0,cellular,25,aug,13,-1,0,16:16:24,16:18:03,0,3
2785,59,technician,Female,married,0,1,0,0,cellular,15,apr,2,378,3,10:26:43,10:29:22,1,3
2786,51,housemaid,Male,married,0,492,1,0,telephone,20,may,3,-1,0,10:18:03,10:20:25,0,3
2787,42,management,Male,married,0,372,1,0,cellular,4,aug,3,1,2,9:13:02,9:15:35,1,3
2788,50,blue-collar,Male,married,0,-253,0,0,telephone,25,jun,1,-1,0,17:14:36,17:15:19,0,3
2789,23,student,Male,single,0,431,0,0,cellular,13,aug,2,-1,0,12:32:31,12:40:47,1,2
2790,50,management,Male,married,0,1165,0,0,cellular,16,jul,1,-1,0,17:17:35,17:25:10,1,1
2791,49,technician,Female,married,0,412,0,0,cellular,19,aug,8,-1,0,15:33:44,15:55:17,1,3
2792,38,management,Male,married,0,193,0,0,cellular,18,nov,1,-1,0,16:24:15,16:27:26,0,1
2793,21,unemployed,Male,married,0,2062,1,0,telephone,3,jun,1,-1,0,14:42:44,14:44:27,0,3
2794,37,management,Male,married,0,3236,0,0,cellular,20,may,2,202,5,10:18:00,10:22:51,1,2
2795,57,management,Female,married,0,9103,0,1,telephone,20,jun,2,-1,0,15:49:58,16:08:16,1,2
2796,57,retired,Male,married,0,1044,0,0,telephone,12,jul,1,182,3,10:15:37,10:25:04,1,3
2797,31,admin,Male,married,0,88,1,1,cellular,8,aug,2,-1,0,9:45:04,9:48:13,0,1
2798,49,admin,Male,single,0,1150,1,0,cellular,18,may,2,355,1,11:01:33,11:03:39,0,3
2799,60,unemployed,Male,married,0,957,0,0,cellular,8,sep,1,184,3,11:19:57,11:24:03,1,3
2800,36,management,Male,married,0,495,0,0,cellular,11,sep,1,37,5,10:34:14,10:35:45,1,1
2801,35,blue-collar,Female,divorced,0,37,0,1,cellular,29,jul,7,-1,0,17:03:25,17:05:09,0,3
2802,32,self-employed,Male,married,0,312,1,0,telephone,9,may,2,-1,0,15:02:20,15:06:42,0,3
2803,42,admin,Female,single,0,506,1,1,telephone,3,jul,2,-1,0,13:50:08,13:54:45,0,1
2804,48,housemaid,Female,single,0,1385,0,0,telephone,21,nov,1,-1,0,13:30:04,13:34:34,0,1
2805,40,blue-collar,Female,married,0,1515,1,0,cellular,10,aug,1,-1,0,13:15:24,13:23:47,1,1
2806,54,blue-collar,Female,married,0,714,0,0,cellular,5,may,1,-1,0,17:05:33,17:09:18,0,1
2807,41,blue-collar,Female,married,0,-52,1,1,cellular,20,nov,2,-1,0,14:30:29,14:41:11,0,3
2808,60,management,Female,married,0,0,0,0,cellular,7,aug,3,-1,0,15:51:24,15:58:05,1,3
2809,38,self-employed,Male,married,0,581,1,0,cellular,4,feb,5,-1,0,16:38:50,16:43:31,0,1
2810,45,blue-collar,Male,married,0,4111,1,0,telephone,19,may,2,-1,0,16:29:40,16:33:11,0,2
2811,30,management,Male,divorced,0,0,0,0,cellular,22,aug,2,-1,0,9:08:48,9:12:17,0,2
2812,27,student,Male,single,0,0,0,0,cellular,5,mar,3,-1,0,17:44:44,17:46:06,1,3
2813,39,unemployed,Female,married,0,-455,1,0,telephone,23,may,2,-1,0,9:29:47,9:38:49,0,1
2814,32,management,Female,divorced,0,530,1,0,cellular,29,jan,1,127,3,14:40:29,14:42:40,0,1
2815,36,blue-collar,Female,married,0,403,1,0,telephone,4,jun,1,-1,0,16:00:15,16:15:35,1,1
